id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
155,Pencegahan Diare pada Anak (Bagian 7),"Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.",Imunisasi,Menunggu Verifikasi,218538,,,2025-07-27 07:54:45,2025-07-27 07:54:45
156,Manfaat Imunisasi untuk Anak (Bagian 7),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Kehamilan,Diarsipkan,229001,,,2026-03-03 06:11:33,2026-03-03 06:11:33
157,Pentingnya Buku KIA (Bagian 7),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Ditolak,227656,234949,,2026-01-16 15:41:58,2026-01-16 15:41:58
158,Bahaya Campak dan Rubella (Bagian 7),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Dipublikasikan,209022,229645,2025-11-10,2025-12-01 19:24:20,2025-12-01 19:24:20
159,Mengenal Tanda Bahaya Kehamilan (Bagian 7),"Tanda bahaya kehamilan yang harus diwaspadai: pendarahan melalui jalan lahir, sakit kepala hebat, pandangan kabur, bengkak di wajah dan tangan, demam tinggi, serta gerakan janin berkurang. Segera ke fasilitas kesehatan jika mengalami tanda-tanda tersebut.

Pemeriksaan kehamilan rutin minimal 6 kali selama masa kehamilan. Trimester pertama (1-3 bulan) periksa untuk konfirmasi kehamilan dan deteksi risiko awal. Trimester kedua (4-6 bulan) periksa untuk memantau pertumbuhan janin dan deteksi kelainan. Trimester ketiga (7-9 bulan) periksa untuk persiapan persalinan.

Ibu hamil dianjurkan mengonsumsi 90 tablet tambah darah selama kehamilan untuk mencegah anemia. Konsumsi makanan bergizi seimbang, istirahat cukup, dan lakukan aktivitas fisik ringan seperti jalan kaki. Persalinan sebaiknya ditolong oleh tenaga kesehatan terlatih di fasilitas kesehatan.",Imunisasi,Dipublikasikan,246648,223490,2026-06-02,2025-09-29 18:54:14,2025-09-29 18:54:14
160,Nutrisi untuk Ibu Menyusui (Bagian 8),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Dipublikasikan,231721,216351,2026-04-14,2026-02-17 04:18:29,2026-02-17 04:18:29
161,Manfaat Posyandu untuk Balita (Bagian 8),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Imunisasi,Menunggu Verifikasi,239104,,,2025-11-21 08:22:47,2025-11-21 08:22:47
162,Peran Bidan di Masyarakat (Bagian 8),"Bidan adalah tenaga kesehatan yang bertugas memberikan pelayanan kebidanan dan kesehatan ibu-anak. Peran bidan meliputi pemeriksaan kehamilan, pertolongan persalinan, perawatan nifas, imunisasi, dan konseling kesehatan reproduksi.

Di desa terpencil, bidan sering menjadi satu-satunya fasilitas kesehatan yang mudah dijangkau. Bidan bekerja sama dengan kader posyandu untuk memantau ibu hamil dan balita di wilayahnya. Jangan ragu untuk berkonsultasi dengan bidan tentang kesehatan ibu dan anak.

Bidan juga berperan dalam memberikan penyuluhan tentang ASI eksklusif, KB, imunisasi, gizi, dan pencegahan stunting. Kunjungi bidan secara rutin untuk memastikan kehamilan sehat dan tumbuh kembang anak optimal.",Gizi,Ditolak,216217,247893,,2026-05-29 01:37:01,2026-05-29 01:37:01
163,Manfaat Posyandu untuk Balita (Bagian 8),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Dipublikasikan,237063,229645,2026-05-14,2025-08-12 17:40:58,2025-08-12 17:40:58
164,Persiapan Persalinan Sehat (Bagian 8),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Tumbuh Kembang,Draft,228220,,,2025-08-28 19:58:29,2025-08-28 19:58:29
165,Nutrisi untuk Ibu Menyusui (Bagian 8),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Draft,237374,,,2025-09-23 05:58:52,2025-09-23 05:58:52
166,Persiapan Persalinan Sehat (Bagian 8),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Draft,215012,,,2026-05-03 23:17:34,2026-05-03 23:17:34
167,Tumbuh Kembang Anak Normal (Bagian 8),"Perkembangan anak meliputi aspek motorik kasar, motorik halus, bahasa, dan personal-sosial. Setiap anak memiliki kecepatan tumbuh kembang yang berbeda, namun ada tolok ukur umum sesuai usia. Stimulasi dini dapat dilakukan dengan mengajak bermain, berbicara, membaca, dan bernyanyi.

Konsultasikan ke tenaga kesehatan jika anak belum bisa tengkurap di usia 4 bulan, belum merangkak di usia 9 bulan, atau belum berjalan di usia 18 bulan. Stimulasi yang teratur dan kasih sayang orang tua sangat penting untuk perkembangan optimal anak.

Pada usia 0-3 bulan, bayi sudah bisa mengangkat kepala. Usia 4-6 bulan, bayi mulai tengkurap dan meraih mainan. Usia 7-9 bulan, bayi duduk sendiri dan merangkak. Usia 10-12 bulan, bayi berdiri dengan pegangan dan mulai berjalan. Orang tua perlu waspada jika ada tanda keterlambatan.",Imunisasi,Dipublikasikan,201324,229645,2025-10-14,2025-12-18 23:48:32,2025-12-18 23:48:32
168,Gizi Seimbang untuk Balita (Bagian 8),"Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.

Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.",Penyakit,Diarsipkan,205820,,,2026-02-24 21:28:08,2026-02-24 21:28:08
169,Vaksin MR dan Polio (Bagian 8),"Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.",Kehamilan,Diarsipkan,203308,,,2026-03-19 14:07:05,2026-03-19 14:07:05
170,Nutrisi untuk Ibu Menyusui (Bagian 8),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Dipublikasikan,227433,223490,2026-05-25,2026-06-02 06:53:24,2026-06-02 06:53:24
171,Bahaya Campak dan Rubella (Bagian 8),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Penyakit,Dipublikasikan,243647,243549,2025-12-08,2025-08-18 18:52:53,2025-08-18 18:52:53
172,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 8),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Imunisasi,Menunggu Verifikasi,225708,,,2026-01-10 04:48:14,2026-01-10 04:48:14
173,Pencegahan Diare pada Anak (Bagian 8),"Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.",Imunisasi,Diarsipkan,241416,,,2025-11-05 12:45:01,2025-11-05 12:45:01
174,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 8),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Tumbuh Kembang,Ditolak,205207,247893,,2026-04-26 18:08:39,2026-04-26 18:08:39
175,Peran Bidan di Masyarakat (Bagian 8),"Bidan adalah tenaga kesehatan yang bertugas memberikan pelayanan kebidanan dan kesehatan ibu-anak. Peran bidan meliputi pemeriksaan kehamilan, pertolongan persalinan, perawatan nifas, imunisasi, dan konseling kesehatan reproduksi.

Bidan juga berperan dalam memberikan penyuluhan tentang ASI eksklusif, KB, imunisasi, gizi, dan pencegahan stunting. Kunjungi bidan secara rutin untuk memastikan kehamilan sehat dan tumbuh kembang anak optimal.

Di desa terpencil, bidan sering menjadi satu-satunya fasilitas kesehatan yang mudah dijangkau. Bidan bekerja sama dengan kader posyandu untuk memantau ibu hamil dan balita di wilayahnya. Jangan ragu untuk berkonsultasi dengan bidan tentang kesehatan ibu dan anak.",Tumbuh Kembang,Dipublikasikan,228487,243549,2025-06-23,2026-01-30 20:07:27,2026-01-30 20:07:27
176,Kesehatan Ibu Hamil (Bagian 8),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Kehamilan,Draft,213041,,,2025-11-04 17:02:00,2025-11-04 17:02:00
177,Kesehatan Ibu Hamil (Bagian 8),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Tumbuh Kembang,Menunggu Verifikasi,208154,,,2026-05-25 14:59:49,2026-05-25 14:59:49
178,Deteksi Dini TBC pada Anak (Bagian 8),"Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.

Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.",Penyakit,Diarsipkan,222392,,,2026-06-03 14:16:59,2026-06-03 14:16:59
179,Manfaat Posyandu untuk Balita (Bagian 8),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Draft,243007,,,2025-07-17 20:38:41,2025-07-17 20:38:41
180,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 9),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Kehamilan,Dipublikasikan,230751,225811,2025-12-30,2025-11-28 10:49:14,2025-11-28 10:49:14
181,Bahaya Campak dan Rubella (Bagian 9),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Kehamilan,Menunggu Verifikasi,233379,,,2025-07-06 19:06:36,2025-07-06 19:06:36
